TABLE01_AD3_account_id,TABLE01_AD3_user_account_id,TABLE01_AD3_lifetime_amount
288992B_GOLD,BERNICE Q,25
289007S_SILVER,SHERELL L,195
289084A_SILVER,ALLEGRA Y,115
289084B_SILVER,BEV N,5
289141N_SILVER,NICOLE L,5075
289202C_SILVER,CECILA Q,50
289204M_SILVER,MARCELLE A,200
289220O_SILVER,ONITA N,10
289253A_GOLD,ALEXANDER Y,40
289257M_SILVER,MAYME I,20
289270J_SILVER,JACQUIE V,20
289307R_SILVER,RICH G,20
289320K_SILVER,KYLIE F,260
289384B_SILVER,BLYTHE N,20
289388S_GOLD,STANTON A,10
289397W_GOLD,WHITLEY A,250
289436L_SILVER,LOWELL X,200
289462G_BRONZE,GERMAN Q,2
289483C_BRONZE,CHONG C,80
289506E_BRONZE,ELMER D,10
289524M_BRONZE,MARYELLEN Q,50
289539J_BRONZE,JULEE G,250
289545C_BRONZE,CARMELLA W,20
289609C_BRONZE,CHERRYL C,20
289615S_BRONZE,SANTIAGO K,625
289641S_BRONZE,SHEA K,26
289660E_GOLD,EMIKO H,15
289668B_BRONZE,BRENTON N,75
289683G_GOLD,GUILLERMO F,100
289702G_BRONZE,GAYLE S,20
289806L_BRONZE,LYDIA E,200
289840Z_BRONZE,ZANA B,25
289859J_BRONZE,JESUSITA F,15
289875R_BRONZE,RUBEN D,130
289890M_BRONZE,MARQUETTA Y,200
289930L_BRONZE,LAKESHA A,40
289963S_BRONZE,SUZIE A,35
289974L_SILVER,LOREEN F,20
289978F_SILVER,FREIDA P,25
289986P_SILVER,POK R,10
289988W_SILVER,WILMA F,100
290010D_SILVER,DARON A,30
290013P_SILVER,PALMIRA X,10
290062A_SILVER,AUDREY X,18
290072M_BRONZE,MARIN S,9950
290083M_BRONZE,MARLINE E,250
290091G_GOLD,GRANT Y,6
290095D_BRONZE,DARREN Q,25
290151R_BRONZE,ROSSIE J,75
290184R_BRONZE,RACHAEL Z,600
290227M_BRONZE,MARGARITA K,25
290234T_BRONZE,TAUNYA P,20
290272R_BRONZE,REY P,15
290300S_BRONZE,SHAYLA X,25
290360J_BRONZE,JENE Z,200
290378L_BRONZE,LYLE F,330
290398L_BRONZE,LALA A,300
290416J_BRONZE,JANELLE U,5
290451A_BRONZE,ARACELI T,50
290484V_BRONZE,VICENTE T,35
290526D_BRONZE,DAHLIA H,500
290565V_BRONZE,VIRGINA O,110
290592G_BRONZE,GEORGETTE Q,35
290611C_BRONZE,CLAUDE A,20
290636C_BRONZE,CHAUNCEY D,140
290674C_BRONZE,CLEMMIE O,20
290681T_BRONZE,TAMERA V,110
290727I_GOLD,ILANA N,325
290755K_BRONZE,KENISHA S,15
290768L_BRONZE,LAVETA Y,650
290783A_BRONZE,ANDRIA Y,10
290802M_BRONZE,MADISON L,100
290845T_GOLD,TRULA H,35
290850T_SILVER,TIFFANIE V,50
290858D_SILVER,DANIELLA C,20
290867C_BRONZE,CAROLANN P,20
290870L_BRONZE,LARA I,105
290921B_GOLD,BETHANN Q,12700
290963S_BRONZE,SAM W,50
290964E_GOLD,EDDA H,5
291008M_BRONZE,MARLANA U,40
291056C_BRONZE,CLARINE I,20
291085Z_BRONZE,ZACHERY R,5
291108A_BRONZE,AMALIA A,300
291129C_BRONZE,CALEB T,10
291142K_BRONZE,KRYSTEN G,20
291164S_SILVER,SHERELL R,1435
291167V_SILVER,VALERY N,10
291173C_SILVER,CLEO B,100
291187G_SILVER,GLENDA X,250
291196T_SILVER,TONEY P,100
291213B_SILVER,BIRDIE S,25
291219M_SILVER,MARYJO N,10
291223G_SILVER,GERALD L,30
291336L_SILVER,LARRY T,95
291341F_GOLD,FAITH R,200
291364F_SILVER,FRANCOISE A,270
291365P_SILVER,PRINCE H,20
291388O_SILVER,OK U,75
291408S_SILVER,SHIRA N,260
291481R_SILVER,RITA B,225
291484R_SILVER,RONA L,10
291486O_SILVER,OMA L,300
291528I_GOLD,IDALIA D,25
291539M_SILVER,MONIQUE S,40
291550J_SILVER,JOHNNIE U,60
291556L_SILVER,LEIF Z,50
291561R_SILVER,ROMAN D,1900
291604Y_SILVER,YOLANDA Q,10
291614T_SILVER,TERRIE W,10
291645A_GOLD,AGUSTINA L,15
291662T_SILVER,TYLER P,25
291675S_SILVER,SHALA G,35
291732S_SILVER,SALLEY M,60
291736C_SILVER,CRISTOPHER S,20
291750L_SILVER,LOURIE D,15
291753F_SILVER,FLETCHER H,325
291769W_SILVER,WILMA T,10
291777Z_SILVER,ZADA V,40
291808K_SILVER,KANDACE T,45
291819T_SILVER,TORI J,100
291836D_SILVER,DANAE K,1250
291836I_GOLD,ISELA J,125
291836M_SILVER,MAGDA V,20
291914J_SILVER,JUDSON E,75
291916L_SILVER,LEOPOLDO K,100
291918J_SILVER,JOHNSON I,520
291960P_SILVER,PAUL U,20
291995K_SILVER,KENIA R,10
292111J_BRONZE,JAUNITA J,700
292121A_GOLD,AKIKO S,20
292122M_BRONZE,MADELENE O,165
292139S_BRONZE,SHELTON H,100
292163V_BRONZE,VIRGIE N,10
292176D_BRONZE,DION L,20
292235R_BRONZE,RANDY P,90
292253J_BRONZE,JOHANNA M,15
292285L_BRONZE,LOUANNE E,200
292286M_BRONZE,MADELINE O,20
292304K_BRONZE,KELLYE R,100
292317R_BRONZE,ROXANNE F,70
292355R_BRONZE,REBECA G,250
292410A_BRONZE,AMIE O,35
292425M_BRONZE,MERTIE T,5075
292426G_GOLD,GLENNIS R,300
292445M_BRONZE,MOHAMMAD L,95
292453A_BRONZE,ALLENE G,100
292461L_BRONZE,LATONIA Y,35
292462J_SILVER,JOETTE N,375
292485F_GOLD,FLORENTINO M,300
292521R_GOLD,RANDOLPH Y,500
292540L_GOLD,LANELL R,10
292548K_GOLD,KARRIE G,10
292554C_GOLD,CORAL K,10
292562F_GOLD,FREDIA N,2080
292593D_GOLD,DALE S,30
292641C_GOLD,CRAIG P,200
292688R_GOLD,REMA V,100
292704R_GOLD,RAFAEL P,30
292739M_GOLD,MORGAN G,20
292882S_GOLD,SUELLEN F,20
292905R_GOLD,RON T,10
292920D_BRONZE,DELISA C,25
292925Z_BRONZE,ZULEMA Z,225
292933P_BRONZE,PETER L,10
292978V_GOLD,VELLA V,10832.23
292982S_BRONZE,SCOTTIE N,235
292987C_BRONZE,CHRISTIE J,10
292988C_BRONZE,CEDRICK Y,15
292988J_BRONZE,JEFFIE D,4904.26
292995W_GOLD,WILEY F,65
293004J_BRONZE,JANAY S,50
293013N_BRONZE,NOBLE F,20
293034S_BRONZE,SANTA Y,6
293037P_BRONZE,PEARLENE H,20
293045M_BRONZE,MYRTIE H,20
293054S_BRONZE,SHAKITA E,1037.5
293065C_BRONZE,CELESTINA A,50
293074T_BRONZE,TRAVIS E,74
293079L_BRONZE,LEONARDO Y,50
293109T_BRONZE,TAMI N,20
293110S_BRONZE,SAU E,35
293148K_BRONZE,KATE U,20
293215S_BRONZE,SATURNINA Q,50
293328C_BRONZE,CHERI L,437
293329S_BRONZE,SHERY G,20
293336A_BRONZE,ADDIE K,26
293343T_BRONZE,THERESIA O,1640
293365H_GOLD,HENRIETTE P,50
293367B_BRONZE,BEA W,150
293371T_BRONZE,TORI Y,270
293389M_GOLD,MARYJANE Z,400
293402V_GOLD,VERNIE I,100
293444L_GOLD,LAURA X,2080
293455J_GOLD,JENNA V,1037.5
293465D_GOLD,DANILO L,10
293471G_GOLD,GRACE Q,25
293489M_GOLD,MAHALIA Z,90
293501J_GOLD,JANENE I,20
293521M_GOLD,MELLISA B,40
293527R_GOLD,REGINE O,20
293548L_GOLD,LANI M,30
293571L_SILVER,LEANORA S,475
293580M_SILVER,MARLYN U,20
293618E_GOLD,ERIC G,25
293632R_SILVER,ROMEO T,60
293652R_SILVER,RENAY G,285
293664M_SILVER,MIGNON R,25
293666J_SILVER,JANNET J,20
293718T_SILVER,TARSHA M,2
293748G_BRONZE,GERTRUD W,20
293772G_GOLD,GRAIG O,40
293773C_BRONZE,CARI O,5075
293781A_GOLD,ALBERTA Y,140
293801C_BRONZE,CHRISTINA E,8
293805M_BRONZE,MELANI Q,50
293846S_BRONZE,SHIRLENE M,10
293872C_BRONZE,CHERRY E,175
293928C_GOLD,CARLEEN V,100
293956G_BRONZE,GENEVIEVE W,20
293985S_BRONZE,SALLEY E,4
294028R_BRONZE,RICKY W,50
294031J_BRONZE,JOSH N,1075
294035W_GOLD,WES Q,25
294053L_BRONZE,LARRAINE O,180.32
294058J_BRONZE,JENINE M,10
294123T_BRONZE,TONIE U,60
294212M_BRONZE,MELYNDA M,1900
294227M_BRONZE,MYRTA N,15
294259J_BRONZE,JOLINE I,800
294270G_GOLD,GUILLERMINA C,100
294277L_BRONZE,LANNY A,40
294281J_BRONZE,JEWEL I,100
294287C_BRONZE,CAROLYNN J,20
294304R_BRONZE,RUDOLPH H,10
294305A_BRONZE,ABE M,100
294308J_BRONZE,JUDE M,20
294316E_GOLD,ERASMO S,475
294320G_BRONZE,GAY S,10
294321P_SILVER,PATRICA P,10
294333M_SILVER,MING T,30
294346C_SILVER,CARYL I,50
294366C_SILVER,CLIFF P,10
294369S_SILVER,SHALANDA M,20
294427O_SILVER,OCTAVIA H,25
294445K_SILVER,KAYLENE O,1031850
294472T_SILVER,THERESSA A,20
294475M_SILVER,MELISA Q,220
294486N_SILVER,NIA M,1000
294504N_SILVER,NADA G,250
294510E_SILVER,ELIANA D,220
294573I_GOLD,INES Q,20
294607C_SILVER,CANDYCE M,20
294620C_SILVER,CELENA E,20
294630R_SILVER,RILEY I,600
294631G_SILVER,GERDA D,20
294654G_SILVER,GERTHA E,60
294670S_SILVER,SHENITA F,109
294688L_SILVER,LYNDIA W,575
294705D_SILVER,DANTE K,200
294763F_SILVER,FELTON P,1400
294773S_SILVER,SHARILYN E,50
294871Y_SILVER,YUKIKO D,10
294878C_SILVER,CORDELIA S,10
294879D_GOLD,DENNY B,55
294898S_SILVER,SHERILL K,25
294926N_SILVER,NORIKO N,300
294941K_SILVER,KAYLEIGH G,450
294970G_SILVER,GASTON R,300
294981S_SILVER,SINDY O,250
295005L_SILVER,LORIE G,6000
295050M_SILVER,MARCELL R,15
295085K_SILVER,KAY W,20
295091J_BRONZE,JUDY P,10
295147J_BRONZE,JOY B,20
295161E_GOLD,ERNIE T,10
295161L_BRONZE,LIZBETH T,75
295172P_BRONZE,PRUDENCE D,138
295212D_BRONZE,DANIKA A,10
295212K_BRONZE,KARLENE S,25
295213A_GOLD,ALESHA D,97
295216I_GOLD,IESHA L,10
295221L_BRONZE,LOUANN X,10
295224S_BRONZE,SHANITA G,20
295274L_BRONZE,LIZETTE G,10
295284I_GOLD,ISELA S,40
295299L_BRONZE,LEATHA N,40
295301S_BRONZE,SKYE F,380
295313N_BRONZE,NIDA C,40
295339O_BRONZE,OLIVE C,100
295344L_BRONZE,LINA V,5
295389J_BRONZE,JOSEF P,50
295406K_BRONZE,KARIE R,50
295406S_BRONZE,SHANTA D,15
295419S_BRONZE,SHARLENE I,85
295424L_BRONZE,LYNSEY P,70
295435A_BRONZE,ABE R,20
295515B_BRONZE,BRAD D,20
295559J_BRONZE,JERROLD U,5
295580S_GOLD,STACIE Z,500
295603S_BRONZE,SAMARA O,60
295611A_GOLD,ALESIA X,50
295630L_BRONZE,LAVERA H,75
295680C_BRONZE,CLAUD W,1250
295694A_BRONZE,ARNULFO D,850
295700M_BRONZE,MARIA N,20
295715A_BRONZE,ANTONINA I,2
295726D_BRONZE,DINA Z,20
295745K_BRONZE,KATLYN O,75
295781O_BRONZE,OCTAVIA G,20
295812L_BRONZE,LINNEA N,225
295813J_BRONZE,JOCELYN T,850
295817D_GOLD,DORI Z,450
295858J_BRONZE,JORDON I,30
295888V_BRONZE,VINCENZO P,60
295891S_BRONZE,SHEILAH M,20
295942N_BRONZE,NED C,40
295969H_GOLD,HIPOLITO L,25
296001A_BRONZE,AVERY C,1183.95
296031T_BRONZE,TEMIKA Y,25
296037P_BRONZE,PINKIE H,75
296061K_BRONZE,KITTY Q,100
296102L_BRONZE,LEOPOLDO F,25
296105J_BRONZE,JOYA W,25
296130N_BRONZE,NAPOLEON X,20
296147R_SILVER,REANNA N,20
296169R_SILVER,ROXANA L,10
296177M_SILVER,MY R,10
296187B_SILVER,BRYANT Q,50
296303G_SILVER,GILLIAN S,10
296307G_SILVER,GLENNIE H,5075
296366T_GOLD,TROY F,20
296388C_SILVER,CHERRY J,25
296429L_SILVER,LONNA X,135
296495Z_SILVER,ZANA D,600
296537B_SILVER,BRIANNA E,1000.16
296602J_SILVER,JO W,70
296698A_SILVER,ALLEGRA Q,350
296721L_SILVER,LAUREEN Y,5
296732I_GOLD,IRMA K,50
296750B_SILVER,BRITTANI H,1765
296762K_SILVER,KEITH T,20
296770L_SILVER,LAUREL Y,10
296773K_SILVER,KASANDRA G,20
296786J_SILVER,JONAS E,90
296806R_SILVER,RANDEE Z,160
296879L_SILVER,LYNDON D,100
296923L_SILVER,LAKESHIA G,10
296930D_SILVER,DARLINE J,20
296933W_GOLD,WILLENA F,1
296937A_SILVER,AMELIA J,60
296970B_SILVER,BONITA W,50
296988V_GOLD,VELLA C,71
296995S_GOLD,STARR Q,20
297005K_SILVER,KELLEY L,250
297013J_SILVER,JACQUI Y,50
297034W_SILVER,WINIFRED G,50
297066F_GOLD,FAE M,100
297072G_GOLD,GUADALUPE Y,150
297075B_SILVER,BRUCE D,10
297084K_SILVER,KELSI C,15
297086L_SILVER,LAKITA F,35
297134W_SILVER,WADE P,525
297153B_SILVER,BRADY Z,35
297154I_GOLD,IRAIDA G,50
297161L_SILVER,LYNNE F,50
297163W_BRONZE,WINDY T,10
297191M_BRONZE,MELLIE U,10
297246S_BRONZE,SHON Z,50
297266E_GOLD,EDDIE I,30
297341N_BRONZE,NOVELLA M,50
297347L_BRONZE,LAMONT C,520
297358I_GOLD,ISADORA P,25
297364K_BRONZE,KENNITH P,5
297379L_BRONZE,LUCIEN G,20
297416M_BRONZE,MOLLY L,254.2
297445N_BRONZE,NEOMA Z,20
297452D_BRONZE,DEDRA J,40
297501K_BRONZE,KATELYN R,10
297512R_BRONZE,RUTHE Z,50
297525M_BRONZE,MARDELL Z,10
297527A_GOLD,ALISHA L,20
297563A_BRONZE,ANNETTE J,1480
297580G_BRONZE,GAY V,10
297590S_BRONZE,SARAN F,10
297655S_GOLD,STACIA P,50
297688S_BRONZE,SETH L,10
297716O_BRONZE,ODELL W,35
297762V_BRONZE,VALARIE W,225
297803C_BRONZE,COREY S,816
297830L_BRONZE,LARAINE X,200
297832S_BRONZE,SILAS I,30
297858F_BRONZE,FLOR X,25
297860K_BRONZE,KIMBERLEY R,6
297862A_BRONZE,ANISSA O,35
297876K_BRONZE,KATHALEEN C,35
297889L_BRONZE,LUCIANO O,1765
297904H_GOLD,HILLARY E,25
297932W_GOLD,WILFORD K,10
297947C_BRONZE,CHRISTY I,35
297948V_SILVER,VERONIKA U,15
297970J_SILVER,JANEAN F,1105
297979C_SILVER,CHRISTA W,300
298005T_SILVER,TAMICA R,30
298036P_SILVER,PIPER F,10
298046A_GOLD,ALBA V,1000
298046L_SILVER,LAVONA U,15
298072M_SILVER,MIGUEL I,15
298078R_SILVER,RUSSEL T,10
298095E_GOLD,ETTA N,50370
298101L_SILVER,LAURENA M,1
298121S_SILVER,SANTO D,250
298142R_SILVER,ROBERT B,20
298173W_SILVER,WYATT T,20
298182A_GOLD,AKIKO U,30
298192B_SILVER,BABARA P,205
298267L_SILVER,LILI O,5
298270K_SILVER,KATHLENE M,5
298285G_SILVER,GERALDO O,30
298286A_SILVER,ALVA E,20
298325B_GOLD,BERNETTA X,4
298359H_GOLD,HILARIA I,60
298372C_SILVER,CARROL F,12
298380C_SILVER,CALLIE G,10
298383S_SILVER,SHANON P,40
298480T_SILVER,TAWANDA W,725
298501V_SILVER,VALENE K,395
298533G_SILVER,GEORGIANNA W,1500
298560C_GOLD,COURTNEY T,1
298574L_BRONZE,LIANNE H,20
298579C_BRONZE,CORAZON L,50
298642B_GOLD,BETTY K,20
298648Z_BRONZE,ZONA Z,50
298674J_BRONZE,JENEVA E,90
298699M_BRONZE,MERILYN Y,10
298734L_BRONZE,LUCIO W,30
298815C_BRONZE,CHRISTA F,25
298820S_BRONZE,SUSANNA V,650
298842S_BRONZE,SHANTEL V,10
298850S_BRONZE,SONA U,20
298852T_BRONZE,TENESHA T,150
298856K_BRONZE,KASANDRA N,20
298862T_BRONZE,TERRENCE C,20
298879S_BRONZE,SONIA F,8
298884R_BRONZE,RANDEE M,55
298906B_GOLD,BERNETTA M,865
298927F_GOLD,FAUSTINA X,4
298940N_BRONZE,NATALIA G,5
298956C_BRONZE,CARI I,10
299001B_BRONZE,BOYD Z,10
299011L_BRONZE,LESLIE M,35
299037J_BRONZE,JEANNE Z,4904.26
299058B_BRONZE,BRANDEE I,15
299109C_BRONZE,CAROL J,60
299110L_BRONZE,LAURICE C,100
299129T_GOLD,TOBIE R,20
299153S_BRONZE,SUZANN Q,20
299171T_BRONZE,TANEKA X,5
299180M_BRONZE,MELINA R,10
299209C_BRONZE,CELIA O,20
299211R_GOLD,ROSETTA R,13
299215D_GOLD,DINAH X,20
299253A_GOLD,ADAM V,20
299259N_GOLD,NYLA W,580
299267H_GOLD,HUI M,35
299269R_GOLD,RICKI Y,195
299281S_GOLD,STELLA K,10
299283T_GOLD,TENNILLE D,10
299312C_GOLD,CAMELIA M,40
299313H_GOLD,HWA Y,100
299313P_GOLD,PANDORA B,100
299315I_GOLD,ISA N,10
299357A_GOLD,ASHLEY I,240
299357M_GOLD,MARNA J,250
299380F_GOLD,FANNIE F,90
299410G_GOLD,GINO W,580
299412M_GOLD,MI V,50
299420A_GOLD,ALECIA T,500
299461R_GOLD,RACHELE Q,20
299489G_GOLD,GEORGETTE C,375
299495L_GOLD,LEVI G,45
299551L_GOLD,LAQUITA A,10
299551P_GOLD,PAT L,10
299556E_GOLD,EVERETTE Z,25
299571R_GOLD,RODRICK X,20
299579T_GOLD,TOMIKA P,15
299633S_GOLD,STANTON U,20808.59
299653A_GOLD,ALTAGRACIA Y,40
299683L_GOLD,LESLEE X,20
299692I_GOLD,IKE U,25
299702E_GOLD,ENEDINA D,10
299723C_GOLD,CHRISTENA X,20
299727K_GOLD,KATE O,25
299729M_GOLD,MARGARITE R,1480
299745S_GOLD,SANJUANITA B,987.67
299847I_GOLD,ISADORA N,190
299870H_GOLD,HAROLD Y,15
299886M_BRONZE,MADISON U,20
299889Y_SILVER,YAHAIRA C,40
299900M_SILVER,MATT S,20
299901O_SILVER,ONITA M,500
299910T_GOLD,TROY V,400
299911A_SILVER,ARLENE Q,110
299920K_SILVER,KAYLEEN E,10
299921C_GOLD,CRISSY K,1595
299934C_SILVER,CARISA Q,175
299936N_SILVER,NEVADA I,35
299943O_SILVER,OLIVIA N,50
